post_id,source_id,source,text,label
4564,-167102108,VK,"День добрый 
Кто сможет покрасить 
35кв один цвет 
Цену пишите 
Предлагайте варианты
893886610877",
1330,-222144515,VK,"Сегодня к 22.15 - 22.30 нужен еще 1 человек. Всего будет двое.
Ул. Прокофьева, д. 2

Поднять вещи наверх, без мебели.
5 этаж

500р

89580115073 ватсап",
7639,-1001503637616,TG,"На завтра нужен один человек . Обычная разнорабочка 3000/8
Выезд от жк Патрики . Поедем на жк первое место в новознаменский . Оплата на карту . Я с вами буду работать.",
7419,-1001503637616,TG,User 5100847293 changed name from Я Практик to Ант Практик,
1239,-222144515,VK,"Ищу подработку до нового года и после 
разнорабочий и т.п. Писать 
Звонить или писать 89676598090 (ватцап,телеграмм)",
2442,-130305790,VK,Вывезти мусор 16 .03. 26,
4344,-167102108,VK,"Требуются каменщики 
Кладка клинерного кирпича 

Объект в Санкт-Петербурге

Предоставлю жильё
Инструмент 
Питание 
Разнорабочих
Без вычета с зарплата 

Зарплата 7 тыс в день 
Выплаты каждую неделю 
Объём дом 5 этажей 
Леса стоят , разнорабочие все подают .

Только граждане РФ РБ

Сергей
79065814987",
8924,-1001950740300,TG,На сейчас 1 человек разнорабочка пос Российский стройка разнорабочка 500/4,
5058,-167313558,VK,"На завтра нужен разнорабочий с 8 утра до 20:00,оплата 7000 за смену,такси оплачиваем",
8972,-1001950740300,TG,Срочно к 11 еще одного кто там есть,
7288,-1002762558087,TG,"Требуется опытный каменщик, район 40 лет Победы/Московская. Забутовка, облицовка. 
Без посредников. 
Кто готов пишите в личные сообщения.",
332,-155018446,VK,"Добрый день!!! Необходимо демонтировать двери и снять краску со стены в сан.узле! На фото сан.узел - размер - 1 метр , счистить краску",
2744,-197559013,VK,"Требуются грузчики!
ОПЛАТА 2800 СРАЗУ НА РУКИ В КОНЦЕ СМЕНЫ✅
Работа в ночь с 19:00 до 7:00 
В день с 7:00 до 19:00🕖 
Адрес ул. Уральская 95  «Кормилица»
Пишите в ЛС",
2399,-130305790,VK,"Срочно нужна уборщица на сегодня. 
Помещение 100–120 м² после ремонта (строительного мусора на фото уже нет, но пыльно). Надо подмести вымыть пол, убрать картон его не много, помыть стеллажи и туалет.

С собой: вёдра, тряпки, моющие средства, ничего своего на месте нет. Компенсируем.
Оплата 3000р. Приехать можно в ближайшие часы.",
8999,-1001950740300,TG,"Завтра
5 человек
К 9:30
ОБЯЗАТЕЛЬНО С СОБОЙ РЕМНИ/СТРОПЫ
АДРЕС:Уральская 124 
Установка медицинского оборудования 
Будет небольшой подъём и лестница
3 позиции
550/2 
По всем вопросам тг 
GRUZRF77",
5496,-1001233979517,TG,Ищу работу мне 14,
6974,-1002762558087,TG,"на сегодня
‎в ближайшее
‎1 чел
‎демуса 60/1
‎работа на складе мебели 
‎в разобранном виде
‎погрузка разгрузка сортировка
‎3400

Закрыто",
2868,-197559013,VK,"Разгрузить с машины (котел 120 кг) район Дубинки.
Можно вдвоем можно вчетвером , пишите свою цену и телефон",
7828,-1001503637616,TG,"Завтра 20.09
ЖК друг 
3000/8
Новознаменский 
Ул. Владимира Жириновского 7 
3 чел, на принеси, унеси, подержи, помоги",
3678,-158738864,VK,"Поставили дверь, во круг нее кто сможет навести красоту? Есть только обои, остальное с вас, цена вопроса в личку",
742,-1002762558087,TG,"Сегодня
В ближайшее
1 чел
Красноармейская 54 
К 8
Разнорабочка

3000/8",
5776,-1001233979517,TG,"Добрый вечер всем,нужен ли кому нибудь подсобник или разнорабочий?20 лет,не пьющий",
8101,-1001503637616,TG,"ЗАЯВКА
17.07.2025г.(на сегодня)
Копка лопатами
2 ЧЕЛОВЕКА
Час/300р,мин.–8 часов(2500р.)
Адрес:ул. Академика Луьяненко.
Оплата–СРАЗУ!",
87,-184532299,VK,"Добрый день. вскрыть все полы в 2-х комнатной квартире 3 этаж
И все вывести в любое удобное время 43 кв метра",
2540,-130305790,VK,"Сделать две двери шкафа ,у одной вылетела с резинки зеркало , ее вставить назад а другая лопнула её менять 
Поиск стекла от вас и установка",
5942,-1001233979517,TG,"Заявка на текущее 
 2 крепких человека 20+
Заполечивание располечиванте паллет с алкоголем.
Погрузка разгрузка паллет. Складские работы
Ул Сормовская ,д 7 /15
450/2 , часа на 3-4-5",
6352,-1001409716498,TG,"Требуются 🚨
2 чел, разнорабочих 
На постоянку ‼️
На завтра  к 8:00 

•Мясокомбинат❗️
•Смена 8 часов 
Оплата: 3000

•Суть работы: толкать, перевешивать мясо
•Адрес:Знаменский Свободы 7
•Ватцап:89823117682

Расчет раз в неделю 🚨",
3572,-197488759,VK,"Здравствуйте,нужно сделать навес над порожками.Работа на ближайшее время",
6249,-1001409716498,TG,"Читайте внимательно❗

Адрес в заявке написан, что делать, сколько по времени, сколько заплатят, всё написано


На сегодня 21.08


На 14:00 2 человека
На 17:00 4 человека
На 20:00 4 человека


.
Командорская 5/2
.
.
.
Знакомые айтишники делают нейронку, ее нужно обучать на фотках людей, нужно пофотографироваться. Сразу мне в лс селфи нужно будет скинуть
Оплата 1000, наличкой сразу в руки или переводом.
.
.
Немного поменяли формат работы: теперь вы выбираете как вам работать с нами, как вам будет удобно. Вариант первый: приходите фоткаемся, записываем видосы, вы ждёте, полтора два часа ( это время вы свободны, можете погулять сходить), после чего приходите мы делаем 3д скан, занимает он 20-30 минут, после чего получаете деньги. Суммарное время: примерно 3 часа

Вариант второй: приходите я вас фоткаю (занимает минут 5-10), и вы идёте домой, после договариваемся о времени, когда всем будет удобно (это может быть и на следующий день и через день), в оговоренное время приходите на 3д скан, после которого я выплачиваю деньги. Суммарное время: 40-60 минут

Пример: вы перед работой забежали к нам, сфоткались, отработали, зашли к нам на пол часа и получили деньги.



.
.
.
ТОЛЬКО ТЕ КТО НЕ СОЛЬЁТСЯ, НЕ КИНЕТ В ИГНОР, НЕ БУДЕТ УДАЛЯТЬ ЧАТ У ОБОИХ, ЛУЧШЕ ПРОСТО ПРЕДУПРЕДИТЬ, ЧТО НЕ МОЖЕТЕ!!!
.
.
.
Возможно придётся через несколько дней придти повторно, там на 10-15 минут когда удобно будет, оплата 500
.
.
‼️БОНУС‼️ приведи друга, получи 250 рублей (количество друзей не ограничено)",
3358,-197488759,VK,"Добрый день нужен ремонт комнаты, полностью под ключ, сколько будет стоить, пишите. Договоримся о стоимости",
9154,-1002881593549,TG,Воскресенье тоже ?,
4597,-167102108,VK,Требуется разнорабочий на резку и покраску метала. 3000 тр смена. Народные кварталы. Западный обход. Выплаты дважды в месяц. 10-30 числа . Вадим 89237444179.,
6714,-1001409716498,TG,"В течение полу часа 

Тепличная 62 /1к6

2человека 
Спустить и загрузить строительный мусор в машину

500 /2",
4114,-164809128,VK,"Требуется произвести демонтаж старого паркета 60 кв.м, демонтаж дверей, демонтаж старой плитки в ванной, кухне и туалете (~20кв.м) с вывозом мусора.",
879,-184532299,VK,Здравствуйте друзья. Нужно 2 человека перенести доски 88 штук .Привезу и увезу. Прямо сейчас.,
1926,-202421839,VK,Ищу на завтра 1-2 человека снести строительный мусор с квартиры.,
873,-184532299,VK,Здравствуйте всем. Кто может разобрать и погрузить сруб дома 11 на 6 под крышей,
6098,-1001233979517,TG,Чем?,
6731,-1001409716498,TG,"На сегодня СРОЧНО к 9:00
Нужен 1 человек. Напарник есть.

Адрес: ул. Северная 320

Задача: Разгрузка погрузка дверей. Погрузка на Северной 320, потом разгрузка тургеневское шоссе. До 2го адреса отвезут. 

 *Оплата: 500/2*
Работы на 3-4 часа

Кому интересно в ЛС!",
6877,-1001409716498,TG,"Работа на сегодня. 
С 9.00 до 17.00 
Час обед перекуры. 
Один разнорабочий. 
Район Новознаменский жк Смородина. 
Оплата 3500.
Если нормально работать можно и на постоянку, замена по форс мажору",
605,-1001233979517,TG,"2 пацана ищем работу, крепкие, выносливые, 18 есть",
7547,-1001503637616,TG,"В течение полу часа 

Уральская 87/7
Один человек 
Спустить в лодочку строительный мусор
Оплата 1000",
2792,-197559013,VK,"Требуется, каменщики , газоблок объем 3000 кубов, оплата 4500 куб , звонить в рабочее время с 9:00 до 18:00 89523739737 , ватсап любое время пишите.",
4076,-164809128,VK,Требуется залить 120 кв. м стяжки с армированием. Входная группа.,
5113,-167313558,VK,"Есть кто делает кгт из мс 13квм полный евро ремонт с пола до потолка . То есть нужна евро студия. Только с ценой!!!! Материал , плюс работа. Унитаз и прочее сам буду выбирать.",
7506,-1001503637616,TG,"Новая заявка
На завтра
2 человека
на Базу Заводская Станичная 2/28
10:00

убрать трубы на территории 20 труб по 30  кг

500 в час минимум 2 часа
Кто готов в лс",
1658,-220419216,VK,"На выходных нужен электрик.

Нужно заменить розетки и выключатели ( они уже сняты. А также сделать несколько новых. В 2х местах посмотреть качество проводки (ремонт был от застройщика, ремонтники сказали, что скрутка дерьмовая в ванной на розетке и в вентиляции). Перечень на фото.",
1455,-220419216,VK,"Нужен человек кто сможет собрать дачный туалет, материалы и инструмент есть",
2588,-130305790,VK,"Здравствуйте. Нужно выровнять стены под декоративную штукатурку, нанести штука, отделать плитку пола самоклеящимся ламинатом, спрятать провода, перенести выключатель и домофон, установить шкаф купе, установить плинтус. Желательно в ближайшее время.",
2386,-130305790,VK,Здравствуйте сколько будет стоить положить плитку в ванной ? За адекватную цену) класть нужно только где ванная и зеркало.,
3685,-158738864,VK,"Краснодар 🌱.
Сдаются комнаты 🚪 в частном 🏡 доме. Посуточно, для отдыха и на постоянной основе. Цена договорная 🤝. Цена за сутки и на постоянной основе разная. 

Адрес : Г. Краснодар, улица Дачная 292 📍. 

Условия для проживания есть. Душ-ванна, гараж, дворик, мангал для мяса, парковка, стиралка, холодильник, газовая плита. 

Звоните . На все вопросы и детали отвечу. 

89180432928",
4441,-167102108,VK,"Не подработка!Ежедневные выплаты!

Требуются разнорабочие на уборку объектов.

Задачи: Уборка территории, работа с электроинструментом и тд.

Рабочий день с 8:00-18:00 
1час обед

Выплата 3000 сразу после смены
Имеются акции: отработай 5смен- получи бонус
Приведи друга-получи бонус

Если нужна работа, звони.

Так-же нас ищут по запросам: ежедневные выплаты, работа на каждый день, работа Елизаветка, работа западный обход.",
78,-202421839,VK,Требуется человек спустить строительный мусор с 4 этажа!(не много).,
1104,-184532299,VK,"Всем здравствуйте. Подскажите специалистов, кто занимается шумоизоляцией стен и потолка.",
3206,-183322855,VK,"Вoeннaя службa по контракту 🇷🇺 
 
Ежемесячно от 210 000 pублей незaвиcимo oт нахoждeния в зоне СBО или нет. 
Возможен прием на военную службу в Африку и другие направления! 
Есть возможность обучения на БПЛА с дальнейшей службой. 
 
- Пpинимaем кандидатoв co всей Роcсии, незaвисимo от мeста регистрации и гражданства. Билеты и жилье на время прохождения отбора на службу предоставляем. 
- Присутствуют премии с оплатой от 1 000 000 и выше за выполнение особых задач. 
- Полный пакет социальных гарантий и льгот для вас и вашей семьи. 
- Бесплатное медицинское обеспечение на весь период службы. 
- Включение в накопительно-ипотечную систему. 
- Полное обеспечение формой, обмундированием, снаряжением, питанием и проживанием. 
- Оплачиваемый отпуск 2 раза в год с оплатой проезда. 
 
Льготы семье военнослужащего: 
- Бюджетные места для обучения детей вузах 
- Бесплатный отдых детей в летних оздоровительных лагерях. 
- Ежемесячные выплаты по 10 тыс. руб. беременным и на каждого ребенка в семье. 
 
Опыт службы в армии не обязателен — всему научим! 
Можно без военного билета! Выдадим если потеряли, выпишем новый если не получали. 
Можно с погашенными и непогашенными судимостями, на условном сроке, а также с любыми долгами. 
Не упустите свой шанс на стабильное будущее! 
Свяжитесь с нами прямо сейчас и начните новую успешную карьеру! 
 
Звоните по номеру +79951570601 или пишите в WhatsApp/Telegram📱",
4244,-164809128,VK,Сколько будет стоить разводка труб в ванной 6 кв.м со штроблением стен?,
2824,-197559013,VK,"Добрый вечер, сколько будет стоить ремонт крыши на даче? Ст пламя, ул. Ореховая. Сделать нужно на этих выходных. Заменить 2 листа шифера, спилить ветку.",
1142,-184532299,VK,Привет всем. Вынести мешки с грунтом -1 этож на улицу 100 метров примерно част дороги по лестнице . Завтра вечером . Какая стоимость ?,
740,-1002762558087,TG,"сегодня
‎красная площадь
‎2 чел
‎к 22:00
‎вынести остатки нетяжёлой мебели с торговой точки
‎работы часа на три
‎
‎500/2 + такси обратно
‎
Закрыто",
7690,-1001503637616,TG,"Сегодня Ориентеровочно во второй половине дня, 2 человека

‎Адрес колхозная 5/2 первый корпус

‎поднять в квартиру разобранный шкаф, грузовой лифт есть, работы минут на 30

Оплата: 1000р/услуга

Пишите в лс",
5141,-167313558,VK,"Здравствуйте! 1) Нужно обшить стены панелями пвх, а также сделать коробы для труб справа снизу, где счетчик воды и за унитазом. 
2) Уложить плитку на пол, поверх этой
Интересует цена за работу как вместе, так и по отдельности каждой задачи.",
780,-1002881593549,TG,"Требуются девушки и парни, можно на постоянную работу. Работа на пшеничном поле, уборка лишней трава . 
Оплата до 3000 за 8 часов .
 Начало в 5:00. 18+. Район поселок Колосистый. 
Всё чисто, никакого обмана. Работа не трудная, поэтому оплата не высокая. Если вы на машине то оплату можем сделать выше,при условии что подвозите людей 
@vbakalov24 
89184911918 Владислав",
5322,-1001233979517,TG,"ищем работу на сегодня, 3 крепких парня",
6602,-1001409716498,TG,"На ближайшее время 
4 человека 
Суть работы : уборка складского помещения
Адрес: Новороссийская 61а 
400/4 , возможно работа на целый день",
6503,-1001409716498,TG,"Срочно 🚨 
Требуется ‼️
Сегодня к 22:00 
1 мужчина , на постоянку ‼️🚨

Суть работы: сбор овощей, на складе ‼️
Адрес: Перспективная 315
Смена 11 часов и 1 час обед 
Оплата: 3300 расчет каждый день 
Вацап 89823117682

РАБОТА НЕ СЛОЖНАЯ ‼️🚨",
3370,-197488759,VK,"Нужно доложить плитку в ванной, 2,5 кв. м.",
369,-158738864,VK,"Всем добрый вечер,
Кто сможет скосить траву 100 соток трактором . Цена вопроса 
Адрес по гадастровому номеру смотрите 
1 участок Площадь 8113 кв.м 23:43:0423001:471 (81,13 соток) 
2 Участок Площадь 11887 кв.м 23:43:0423001:470 (118,87 соток)
Осталось 100 соток сделать",
7422,-1001503637616,TG,Еще актуально!,
4748,-155018446,VK,"Кто готов завтра отнести проф листы на Помойку 48 штук 
Цена какая?
Центр",
8190,-1001503637616,TG,"❗️ Набираем бригаду Разнорабочих, Грузчиков по г. Краснодар, которые будут ездить на наши заказы.

ЧИТАЙТЕ ВНИМАТЕЛЬНО, ПРИНИМАЕМ ТОЛЬКО С ПРОЖИВАНИЕМ НА НАШЕЙ ТЕРРИТОРИИ.

Заказы в основном это 8 часовые смены. Бывают и короткие заявки. 
Погрузка, разгрузка, уборка территорий, подсобные работы и т.д

График работы 6/1. 
По договоренности можно работать
целую неделю.

Адрес. Ул. Нестерова. Частный дом. 80 кв, 4 сотки. 
Район ул. Дзержинского.

На территории имеется: зона отдыха, плодовые деревья, мангальная зона, баня, wi fi.

В помещении: Сан узел, ванна, стиральная машина, холодильник, плита, кухонная посуда, телевизор, кондиционер, wi fi. 

При необходимости выдаем новое постельное бельё. 

Порядок оплаты:

💵  Оплата от 12000 руб - до 18000 руб в неделю. 
Расчет СТРОГО каждую субботу. 
Даже если вы не работаете (БЫВАЮТ И ТАКИЕ ДНИ), ваша зарплата идет в любом случае.

Нужны серьезные и ответственные ребята, которые готовы работать с еженедельной оплатой.

Коммунальные услуги, арендная плата за дом, за это все платим мы.

❗️ Не наркоманы, и не старики.

Для уточнения всех тонкостей и нюансов, пишите, звоните. 


ЧИТАЙТЕ ВНИМАТЕЛЬНО, ПРИНИМАЕМ ТОЛЬКО С ПРОЖИВАНИЕМ НА НАШЕЙ ТЕРРИТОРИИ!

Все подробности в л.с",
1876,-202421839,VK,"🔥 НАБОР НА ВОЕННУЮ СЛУЖБУ ПО КОНТРАКТУ (СВО) 🔥  

Высокие выплаты • Социальные гарантии • Поддержка семьи  

Открыт набор кандидатов на службу по контракту. Возможность выбрать регион и формат службы с максимальными условиями выплат.

💰 ЕДИНОВРЕМЕННЫЕ ВЫПЛАТЫ ПРИ ПОДПИСАНИИ КОНТРАКТА:

📍 Москва (приоритетный набор)  
— 2 300 000 ₽ сразу  
— Денежное довольствие: от 260 000 ₽/мес

📍 Санкт-Петербург   
— 4 500 000 ₽  сразу 
— от 210 000 ₽/мес  
БПЛА/Север и общее распределение 

📍 Московская область (г. Балашиха)
— 3 000 000 ₽  сразу 
— спецконтингент: 1 900 000 ₽  сразу
— от 210 000 ₽/мес  

📍 Республика Татарстан  
— 2 900 000 ₽  сразу
— от 210 000 ₽/мес  

📍 Ростов-на-Дону  
— 3 400 000 ₽  сразу
— от 210 000 ₽/мес  
Делаем отношение на месте (специальностей много)
Принимают отношения ЮВО
Оформление иностранцев СНГ 3-4 дня 

📍 Волгоград  
— 3 000 000 ₽  сразу
— от 210 000 ₽/мес  

📍 Череповец   
— 3 100 000 ₽  сразу
— от 210 000 ₽/мес  

📍Чукотский АО
— 3 000 000 ₽  сразу
— от 210 000 ₽/мес  

📍Красноярск   
— 3 500 000 ₽  сразу
— от 210 000 ₽/мес

📍 Тамбов:
 — 2 800 000₽ сразу для БПЛА; 
 — 2 400 000₽ по общему распределению. Оклад от 210 тысяч рублей

📍 Самара:
 — 2 600 000₽ сразу
— от 210 000₽/мес

📍 Воронеж:БПЛА
 — 2 500 000₽ сразу
— от 210 000₽/мес

📍 Тула:
 — 2 000 000₽ сразу
— от 210 000₽/мес

📍 Уфа:
 — 2 000 000₽ сразу
— от 210 000₽/мес

📍Кемерово 
— 1 900 000 ₽  сразу
— от 210 000 ₽/мес  

⭐️ ДОПОЛНИТЕЛЬНЫЕ ВОЗМОЖНОСТИ СЛУЖБЫ:

✅ Возможность подписать спецконтракт ""Рубикон"" сроком на 1 год  
✅ Набор в Африканский корпус  
✅ Возможность оформления отношения в конкретное подразделение  

✅ ЛЬГОТЫ И СОЦИАЛЬНЫЕ ГАРАНТИИ:

• статус ветерана боевых действий  
• ежемесячные федеральные и региональные выплаты  
• кредитные каникулы и возможное списание долгов  
• бесплатное лечение и реабилитация  
• страхование жизни и здоровья  
• обеспечение формой, экипировкой и питанием  
• оплачиваемый отпуск  
• выплаты при ранении  
• крупные компенсации семье военнослужащего  
• поддержка семьи и детей  
• льготное поступление детей в вузы  
• жилищные программы и выплаты  
• ускоренное получение гражданства РФ (для иностранных граждан)

⚡️ Требования:  
— возраст от 18 лет  
— годность по состоянию здоровья  
— опыт службы НЕ обязателен
— Женщин не берем!

📩 Напишите в личные сообщения для консультации и подбора лучшего варианта службы.  
МАХ: https://max.ru/u/f9LHodD0cOKZMyLIun_0tfWjXKygov3Ckr4kIffuB9WUuDnGz6tOJz6_yQw
ВК: https://vk.ru/id506151911",
5483,-1001233979517,TG,"Новый комплект инструментов, не использовался, брали для бригады, паспорта и чеки в наличии, за ценой пишите в личку",
5749,-1001233979517,TG,"Доброе утро всем, нужно 3 человека к 8.00 грузчики работа на складе оплата 3800 сразу после смены такси до работы обратно корпоративный транспорт .",
5979,-1001233979517,TG,"на сегодня
‎к 7:45 
(Кто живет поблизости) 
‎Хабибуллина 4
‎1 чел
‎разнорабочка, погрузка мусора краном
‎с собой паспорт
‎
‎3000/8",
100,-184532299,VK,Здравствуйте. Расколоть дрова,
8442,-1001950740300,TG,цену подними,
3310,-183322855,VK,"необходимо выложить 11 кв.м. керамогранита на пол, размер 18,5х59,8.",
6639,-1001409716498,TG,"Заявка на завтра
К 11:00
Западный обход (Лента)
Ивана Шкабуры 8
Задача: упаковать корпоративные подарки, загрузить их в машину (подарки маленькие, канцелярия всякая), возможно какая-то мужская помощь (стол/шкаф передвинуть в офисе)
НЕ В ЗАСРАТОЙ РАБОЧКЕ, ПОЖАЛУЙСТА!
Работа лёгкая
Ставка: 2000/5",
8489,-1001950740300,TG,"Есть кто сегодня проходил? Отпишитесь в лс, пожалуйста",
524,-197559013,VK,"Нужен подсобник с опытом работы в стройке. Помочь смонтировать пеноплекс на пол, залить небольшой объём стяжки. В субботу. Привезу и увезу",
8259,-1001950740300,TG,@ivanbk10 оплатил кукоин спасибо что не обманул😄 не верил но оплатил,
2826,-197559013,VK,"Набираем людей на подработку
с ежедневной оплатой!
График свободный, согласовываете с руководителем.
Необходимо проверять супермаркеты.
(чистота и срок годности товаров)
Оплата от 350 руб/час.
В среднем за день выходит от 3000 руб
Магазины подбираются в вашем районе.
Можно рассмотреть как временную подработку,совмещать с учебой/основной работой.
Можно без опыта,проводим инструктаж.
89135148112 
http://wa.me/79135148112",
3298,-183322855,VK,"Необходимо заменить унитаз
Унитаз, гофра, герметик и подводка есть.",
8913,-1001950740300,TG,Готов с понедельника,
2467,-130305790,VK,"Здравствуйте, необходимо проштробить стену под проводку и розетки к новой кухне,установить это всё, а так же заменить автоматический выключатель. Предлагайте цену и сроки.",
8260,-1001950740300,TG,"В АНАПУ 🌟

А мы в поиске самых энергичных девушек для работы МЕНЕДЖЕРОМ фотостудий в отелях премиум сегмента☺️ 

✅Информировать отдыхающих о работе фотографа на территории отеля.
✅Рассказывать об условиях съёмки (по скрипту).
✅Записывать гостей на фотосессию.

Мы всему обучаем 🫰🏽 
Зарплаты сногсшибательные 🥹 
Проживание предоставляем ‼️

@levitskaya_me 89925555255 ✍🏽",
1896,-202421839,VK,"Нужно 5 
Человек на погрузку фуры",
2501,-130305790,VK,"Добрый день.Нужно сделать демонтаж потолка из гипсокартона аккуратно,пишите цену.",
4807,-155018446,VK,Сколько стоит разобрать эти шкафы?,
6894,-1001409716498,TG,"*Стройка* 👷‍♂️

📍 _Локация:_ ул. Ярославская, 115.

ℹ️ _Фронт работ:_ *уборка строительного мусора/разнорабочие*

⏱️ _Смены:_ с 8:00 до 17:00
*Обед 13:00-14:00*
_В течение перерывы на перекуры_

💰 _Оплата:_ *2 600₽*
_(Переводом в конце смену)_

ℹ️ _Информация:_
- С собой обед, сменную одежду (*закрытая обувь*). 

5 мест 🔥",
8289,-1001950740300,TG,"Требуется 1-2 мастера в бригаду на мокрый фасад ,работа с люлек . Оплата сдельная",
7146,-1002762558087,TG,"На сегодня срочно нужен разнорабочий 
Оплата 3500

Объект в ильском выезжаем с яблуновки 
Как можно быстрее.",
6174,-1001409716498,TG,"Номер заявки № 000001957
Регион: Краснодар

Четверг, 15.01.2026, 2 человека к 9:00, г.Краснодар, ул.Сормовская, д.1/3, м.микрорайон ХБК

💥Добраться можно пешком (в пути 12 минут).
💥С собой паспорт для КПП

Работа на складе. Погрузка, выгрузка и перемещение мебели и материалов (фанера, доски, ткань обивочная). Мебель частично в разборе в упаковках (вес ед. до 50кг).
На складе есть тележки!!

✅ Ставка 300р/час, минималка 4 часа. Работа примерно на 8-9 часов, по табелю.
 
🔥Сразу присылайте паспорт и номер телефона.

❌ ВАКАНСИЯ ЗАКРЫТА",
6676,-1001409716498,TG,"Нужен кладовщик-грузчик 
55т.р. + премия 

🎯КРАСНОДАР 
Ул. Российская.  

8918 975 05 01",
5701,-1001233979517,TG,"На завтра предварительно к 8:00
Командорская 43
1 человек в помощь каменщику, раствор замешать, кирпич подать, строится частный дом. 
3700/8",
6796,-1001409716498,TG,"К 13:00
Ст-ца Динская ул Пластуновская 42
2 грузчика на выгрузку пару шкафов витринных, поставить на ноги взять с собой плоскогубцы или ключ на 19
Оплата 650/2",
7011,-1002762558087,TG,"На 19:00

Корнилова 18, Корп 1. 

Два грузчика. 

Два стола и личные вещи поднять. Лифт есть. 

Цена 550 руб час, минимальный заказ 2 часа.",
7213,-1002762558087,TG,"https://www.avito.ru/krasnodar/planshety_i_elektronnye_knigi/teclast_r40_pro_7558986042?utm_campaign=native&utm_medium=item_page_ios&utm_source=soc_sharing_seller 
Продам.",
3656,-158738864,VK,"Организация в поиске работников объект находится на Красных Партизан ,Вишнякова
- гипсокартонщик
- электрик 
- окраска,наклейка 
флизелина,шпаклевка .
Оплата ежедневно от 3000-4000 за смену 8 часов или два два раза в месяц
Тел: +7 9883560318",
507,-197559013,VK,"Оплата - до 5000 рублей сразу 💸

ОТЗЫВЫ людей, которые уже получили оплату: vk.com/wall-230289824_2 📝

📍нужно просто заказать обычную, дебетовую карту и получить её. Карту вам доставит бесплатно представитель банка, в удобное вами место и время. Карта остаётся у вас, никакой доступ мне к ней не нужен. Если в дальнейшем не планируете пользоваться этой картой и она вам не нужна, то можете её спокойно закрыть, после того как получите от меня оплату.

Обращаться в сообщения, там всё подробно расскажу и объясню, что нужно будет сделать: vk.me/SABIBERDNIKOVA ✍️",
4121,-164809128,VK,"Бетонщики Монолитчики
Заливка :Фундамент,отмостка,площадки,дорожки,парковки , забор,полы ,стены ,колонны,бассейн,лестница.
РАБОТАЕМ КАК С НАШЕЙ ОПАЛУБКОЙ,ТАК И С ВАШЕЙ.
📲+79282722966",
8113,-1001503637616,TG,"На сегодня к 9:30-10:00  требуется человек на 5и часовую смену,
по адресу:
Стасова 184

работа легкая, разъездная с водителем на газеле по этому району, выгрузка и загрузка по пунктам выдачи посылки, 2000₽ сразу после смены.
89094663899",
7997,-1001503637616,TG,"Петра Метальникова 36.
Помочь поднять двери и строй мусор немного выбросить. 

Один человек на ближайшее время. Цена 500 руб час, минимальный заказ 2 часа.",
3916,-158738864,VK,Требуются каменщик объем не большой. Краснодар район Вавилова. Газоблок 200 -100 мм кирпич забытовка кого интересует пишите в личку.89952272626,
4187,-164809128,VK,надо металлическую лестницу зачистить и покрасить. Высота 2.5 м*ширина 1.2м цена?,
1691,-202421839,VK,"Здравствуйте, нужны грузчики, перенести мешки с цементом. 2000 каждому",
4879,-155018446,VK,"Сноыа здравствуйте.Вывести строительный мусор(утеплитель вата, пленка и так по мелочи) Погрузка наша",
2216,-133016868,VK,"Доброго времени суток. Требуется произвести ряд ремонтных работ(эконом вариант) в торговом повильоне, площадь по полу 30 кв м, срок 1,5 недели, материал может быто ваш. 1. Демонтаж пластиковых панелей, зашивка гипсокартоном, покраска стен в один цвет 2. Поднять потолок существующий на 10 см. 3. Монтаж плинтусов.",
6453,-1001409716498,TG,"Срочно🚨
3 чел, разнорабочих 
На завтра к 8:00 
На постоянку 

•Мясокомбинат❗️
•Смена 8 часов 
Оплата: 3000
РАСЧЕТ ЕЖЕНЕДЕЛЬНЫЙ ‼️🚨
•Суть работы: толкать, перевешивать мясо
•Адрес:Знаменский Свободы 7
•Ватцап:89823117682",
3663,-158738864,VK,"Требуются разнорабочие на склад. График 5/2, смена с 8 до 17. Оплата 2500р за смену (каждую пятницу).
Обращаться по тел: 8967 659-98-81",
5375,-1001233979517,TG,Нужны штукатуры на фасад,
7087,-1002762558087,TG,"Закрыто
40 лет Победы/Московская
Разнорабочка, уборка, вынос мусора. Без посредников
25+
500 р/ час ~ 3-4 ч .
Контактный номер в Личку. 
Оплата в конце",
8557,-1001950740300,TG,"На завтра нужен грузчик 
К 8:30, ул. российская 267к3",
8650,-1001950740300,TG,На завтра 2-3готовы,
